IDParameter,IDMacroKind,IDParameterClass,IDUnit,Name,Position,DefaultValue,SourceReference,InOut,Optional,State,MinValue,MaxValue,IDGlobal
1718,78,2,67,SolderTemp,2,0,,0,0,0,0.0,650.0,0
1719,78,2,67,PSSoldTemp,5,0,,0,0,0,0.0,650.0,0
1720,78,2,30,Power,7,14,,0,0,0,0.0,200.0,0
1721,133,2,6,ValueZ,6,0,,0,1,0,-0.5,0.5,0
1723,133,2,4,ValueAnalog,7,0,,0,1,0,-100.0,100.0,0
1724,133,2,9,TolAnalog,8,20,,0,1,0,0.0,100.0,0
1725,78,2,68,TempGradient,1,450,,0,0,0,10.0,2000.0,0
1726,78,2,69,WireSpeed,4,10,,0,0,0,1.0,20.0,0
1727,137,2,3,Value,0,-1,,0,0,0,-1.0,100000000.0,382
1728,137,7,0,Pin1,1,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,0,0,-99999999999.0,99999999999.0,0
1729,137,8,0,Pin2,2,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,0,0,-99999999999.0,99999999999.0,0
1730,137,2,31,TestResult,3,-1,,0,1,0,-99999999999.0,99999999999.0,347
1731,137,2,32,MeasureType,4,-1,,0,1,0,-99999999999.0,99999999999.0,349
1732,137,2,9,Recycle,5,-1,,0,1,0,-1.0,1000000.0,350
1733,137,2,7,Freq,6,1000,,0,1,0,-1.0,1000000.0,0
1734,137,2,4,Volt,7,0.2,,0,1,0,-1.0,100.0,0
1735,137,16,1,CapPar,8,0,SELECT tabComponent.CParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,1.0,0
1736,138,2,9,Value,0,-1,,0,0,0,-1.0,100000000.0,381
1737,138,7,0,Pin1,1,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,0,0,-99999999999.0,99999999999.0,0
1738,138,8,0,Pin2,2,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,0,0,-99999999999.0,99999999999.0,0
1739,138,2,31,TestResult,3,-1,,0,1,0,-99999999999.0,99999999999.0,344
1740,138,2,32,MeasureType,4,-1,,0,1,0,-99999999999.0,99999999999.0,345
1741,138,2,9,Recycle,5,-1,,0,1,0,-1.0,1000000.0,346
1742,138,2,7,Freq,6,1000,,0,1,0,-1.0,1000000.0,0
1743,138,2,4,Volt,7,0.2,,0,1,0,-1.0,100.0,0
1744,138,16,1,CapPar,8,0,SELECT tabComponent.CParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,1.0,0
1745,138,2,9,Mode,9,1,,0,1,0,0.0,10.0,0
1746,137,2,9,Mode,9,0,,0,1,0,0.0,10.0,0
1747,139,2,3,Value,0,-1,,0,0,0,-1.0,100000000.0,382
1748,139,7,0,Pin1,1,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,0,0,-99999999999.0,99999999999.0,0
1749,139,8,0,Pin2,2,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,0,0,-99999999999.0,99999999999.0,0
1750,139,2,31,TestResult,3,-1,,0,1,0,-99999999999.0,99999999999.0,347
1751,139,2,32,MeasureType,4,-1,,0,1,0,-99999999999.0,99999999999.0,349
1752,139,2,9,Recycle,5,-1,,0,1,0,-1.0,1000000.0,350
1753,139,2,5,Time,6,-1,,0,1,0,-1.0,1.0,348
1754,139,2,4,Volt,7,-1,,0,1,0,-1.0,100.0,351
1755,139,16,1,CapPar,8,0,SELECT tabComponent.CParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,1.0,0
1756,141,2,4,Value,0,0.7,,0,0,0,0.0,100.0,0
1757,141,5,9,TolPos,1,20,SELECT tabComponent.TolerancePos FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1758,141,6,9,TolNeg,2,20,SELECT tabComponent.ToleranceNeg FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1759,141,7,0,Anode,3,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,0,0,-99999999999.0,99999999999.0,0
1760,141,8,0,Catode,4,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,0,0,-99999999999.0,99999999999.0,0
1761,141,22,0,SenseAnode,5,0,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1762,141,23,0,SenseCatode,6,0,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1763,141,12,0,GuardAnode,7,0,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,1,0,-99999999999.0,99999999999.0,0
1764,141,13,0,GuardCatode,8,0,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,1,0,-99999999999.0,99999999999.0,0
1765,141,37,0,SenseGuardAnode,9,0,,0,1,0,-99999999999.0,99999999999.0,0
1766,141,38,0,SenseGuardCatode,10,0,,0,1,0,-99999999999.0,99999999999.0,0
1767,141,2,34,Wire,11,-1,,0,1,0,-99999999999.0,99999999999.0,0
1768,141,2,9,Quality,12,-1,,0,1,0,-1.0,100.0,331
1769,141,2,35,JunctionMode,13,0,,0,1,0,-99999999999.0,99999999999.0,0
1770,141,2,31,TestResult,14,-1,,0,1,0,-99999999999.0,99999999999.0,318
1771,141,2,32,MeasureType,15,-1,,0,1,0,-99999999999.0,99999999999.0,332
1772,141,2,9,Recycle,16,-1,,0,1,0,-1.0,1000000.0,323
1773,141,2,5,Time,17,-1,,0,1,0,-1.0,1.0,341
1774,141,2,6,Current,18,0.001,,0,1,0,0.0,0.5,0
1775,141,15,3,ResPar,19,0,SELECT tabComponent.RParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,100000000.0,0
1776,141,16,1,CapPar,20,0,SELECT tabComponent.CParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,1.0,0
1777,141,24,3,ResGuardPin1,21,0,,0,1,0,0.0,100000000.0,0
1778,141,25,1,CapGuardPin1,22,0,,0,1,0,0.0,1.0,0
1779,141,26,3,ResGuardPin2,23,0,,0,1,0,0.0,100000000.0,0
1780,141,27,1,CapGuardPin2,24,0,,0,1,0,0.0,1.0,0
1781,79,5,9,TolPos,1,25,SELECT tabComponent.TolerancePos FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1782,79,6,9,TolNeg,2,25,SELECT tabComponent.ToleranceNeg FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1783,100,2,66,ViewScope,23,0,,0,1,0,-99999999999.0,99999999999.0,0
1784,101,2,66,ViewScope,20,0,,0,1,0,0.0,2.0,0
1785,97,2,66,ViewScope,20,0,,0,1,0,0.0,2.0,0
1786,130,2,9,Delay,7,0.1,,0,0,0,0.0,100.0,0
1787,129,2,9,Delay,7,0.1,,0,0,0,0.0,100.0,0
1788,128,2,9,Delay,11,0.1,,0,0,0,0.0,100.0,0
1789,127,2,9,Delay,7,0.1,,0,0,0,0.0,100.0,0
1820,143,4,3,Value,0,0,SELECT tabComponent.Value1 FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100000000.0,0
1821,143,5,9,TolPos,1,10,SELECT tabComponent.TolerancePos FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1822,143,6,9,TolNeg,2,10,SELECT tabComponent.ToleranceNeg FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1823,143,7,0,Pin1,3,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,0,0,-99999999999.0,99999999999.0,0
1824,143,8,0,Pin2,4,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,0,0,-99999999999.0,99999999999.0,0
1825,143,22,0,SensePin1,5,0,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1826,143,23,0,SensePin2,6,0,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1827,143,12,0,GuardPin1,7,0,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,1,0,-99999999999.0,99999999999.0,0
1828,143,13,0,GuardPin2,8,0,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,1,0,-99999999999.0,99999999999.0,0
1829,143,37,0,SenseGuardPin1,9,0,,0,1,0,-99999999999.0,99999999999.0,0
1830,143,38,0,SenseGuardPin2,10,0,,0,1,0,-99999999999.0,99999999999.0,0
1831,143,2,34,Wire,11,-1,,0,1,0,-99999999999.0,99999999999.0,0
1832,143,2,9,Quality,12,-1,,0,1,0,-1.0,100.0,307
1833,143,2,33,MeasureMode,13,-1,,0,1,0,-99999999999.0,99999999999.0,313
1834,143,2,31,TestResult,14,-1,,0,1,0,-99999999999.0,99999999999.0,315
1835,143,2,32,MeasureType,15,-1,,0,1,0,-99999999999.0,99999999999.0,310
1836,143,2,9,Recycle,16,-1,,0,1,0,-1.0,1000000.0,320
1837,143,2,5,Time,17,-1,,0,1,0,-1.0,1.0,336
1838,143,2,7,Frequency,18,-1,,0,1,0,-1.0,100000.0,337
1839,143,2,4,Volt,19,-1,,0,1,0,-1.0,100.0,300
1840,143,2,9,SettlingWave,20,-1,,0,1,0,-1.0,100.0,304
1841,143,2,3,BoardOffset,21,0,,0,1,0,-100000000.0,100000000.0,0
1842,143,2,1,CapSer,22,0,,0,1,0,0.0,1.0,0
1843,143,16,1,CapPar,23,0,SELECT tabComponent.CParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,1.0,0
1844,143,2,2,IndSer,24,0,,0,1,0,0.0,100.0,0
1845,143,17,2,IndPar,25,0,SELECT tabComponent.LParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,100.0,0
1846,143,24,3,ResGuardPin1,26,0,,0,1,0,0.0,100000000.0,0
1847,143,25,1,CapGuardPin1,27,0,,0,1,0,0.0,1.0,0
1848,143,26,3,ResGuardPin2,28,0,,0,1,0,0.0,100000000.0,0
1849,143,27,1,CapGuardPin2,29,0,,0,1,0,0.0,1.0,0
1850,144,4,3,Value,0,0,SELECT tabComponent.Value1 FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100000000.0,0
1851,144,5,9,TolPos,1,10,SELECT tabComponent.TolerancePos FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1852,144,6,9,TolNeg,2,10,SELECT tabComponent.ToleranceNeg FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1853,144,7,0,Pin1,3,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,0,0,-99999999999.0,99999999999.0,0
1854,144,8,0,Pin2,4,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,0,0,-99999999999.0,99999999999.0,0
1855,144,22,0,SensePin1,5,0,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1856,144,23,0,SensePin2,6,0,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1857,144,12,0,GuardPin1,7,0,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,1,0,-99999999999.0,99999999999.0,0
1858,144,13,0,GuardPin2,8,0,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,1,0,-99999999999.0,99999999999.0,0
1859,144,37,0,SenseGuardPin1,9,0,,0,1,0,-99999999999.0,99999999999.0,0
1860,144,38,0,SenseGuardPin2,10,0,,0,1,0,-99999999999.0,99999999999.0,0
1861,144,2,34,Wire,11,-1,,0,1,0,-99999999999.0,99999999999.0,0
1862,144,2,9,Quality,12,-1,,0,1,0,-1.0,100.0,307
1863,144,2,33,MeasureMode,13,-1,,0,1,0,-99999999999.0,99999999999.0,313
1864,144,2,31,TestResult,14,-1,,0,1,0,-99999999999.0,99999999999.0,315
1865,144,2,32,MeasureType,15,-1,,0,1,0,-99999999999.0,99999999999.0,310
1866,144,2,9,Recycle,16,-1,,0,1,0,-1.0,1000000.0,320
1867,144,2,5,Time,17,-1,,0,1,0,-1.0,1.0,336
1868,144,2,7,Frequency,18,-1,,0,1,0,-1.0,100000.0,337
1869,144,2,4,Volt,19,-1,,0,1,0,-1.0,100.0,300
1870,144,2,9,SettlingWave,20,-1,,0,1,0,-1.0,100.0,304
1871,144,2,3,BoardOffset,21,0,,0,1,0,-100000000.0,100000000.0,0
1872,144,2,1,CapSer,22,0,,0,1,0,0.0,1.0,0
1873,144,16,1,CapPar,23,0,SELECT tabComponent.CParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,1.0,0
1874,144,2,2,IndSer,24,0,,0,1,0,0.0,100.0,0
1875,144,17,2,IndPar,25,0,SELECT tabComponent.LParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,100.0,0
1876,144,24,3,ResGuardPin1,26,0,,0,1,0,0.0,100000000.0,0
1877,144,25,1,CapGuardPin1,27,0,,0,1,0,0.0,1.0,0
1878,144,26,3,ResGuardPin2,28,0,,0,1,0,0.0,100000000.0,0
1879,144,27,1,CapGuardPin2,29,0,,0,1,0,0.0,1.0,0
1880,145,4,3,Value,0,0,SELECT tabComponent.Value1 FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100000000.0,0
1881,145,5,9,TolPos,1,10,SELECT tabComponent.TolerancePos FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1882,145,6,9,TolNeg,2,10,SELECT tabComponent.ToleranceNeg FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1883,145,7,0,Pin1,3,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,0,0,-99999999999.0,99999999999.0,0
1884,145,8,0,Pin2,4,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,0,0,-99999999999.0,99999999999.0,0
1885,145,22,0,SensePin1,5,0,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1886,145,23,0,SensePin2,6,0,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1887,145,12,0,GuardPin1,7,0,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,1,0,-99999999999.0,99999999999.0,0
1888,145,13,0,GuardPin2,8,0,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,1,0,-99999999999.0,99999999999.0,0
1889,145,37,0,SenseGuardPin1,9,0,,0,1,0,-99999999999.0,99999999999.0,0
1890,145,38,0,SenseGuardPin2,10,0,,0,1,0,-99999999999.0,99999999999.0,0
1891,145,2,34,Wire,11,-1,,0,1,0,-99999999999.0,99999999999.0,0
1892,145,2,9,Quality,12,-1,,0,1,0,-1.0,100.0,307
1893,145,2,33,MeasureMode,13,-1,,0,1,0,-99999999999.0,99999999999.0,313
1894,145,2,31,TestResult,14,-1,,0,1,0,-99999999999.0,99999999999.0,315
1895,145,2,32,MeasureType,15,-1,,0,1,0,-99999999999.0,99999999999.0,310
1896,145,2,9,Recycle,16,-1,,0,1,0,-1.0,1000000.0,320
1897,145,2,5,Time,17,-1,,0,1,0,-1.0,1.0,336
1898,145,2,7,Frequency,18,-1,,0,1,0,-1.0,100000.0,337
1899,145,2,4,Volt,19,-1,,0,1,0,-1.0,100.0,300
1900,145,2,9,SettlingWave,20,-1,,0,1,0,-1.0,100.0,304
1901,145,2,3,BoardOffset,21,0,,0,1,0,-100000000.0,100000000.0,0
1902,145,2,1,CapSer,22,0,,0,1,0,0.0,1.0,0
1903,145,16,1,CapPar,23,0,SELECT tabComponent.CParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,1.0,0
1904,145,2,2,IndSer,24,0,,0,1,0,0.0,100.0,0
1905,145,17,2,IndPar,25,0,SELECT tabComponent.LParal FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,1,0,0.0,100.0,0
1906,145,24,3,ResGuardPin1,26,0,,0,1,0,0.0,100000000.0,0
1907,145,25,1,CapGuardPin1,27,0,,0,1,0,0.0,1.0,0
1908,145,26,3,ResGuardPin2,28,0,,0,1,0,0.0,100000000.0,0
1909,145,27,1,CapGuardPin2,29,0,,0,1,0,0.0,1.0,0
1910,146,4,3,Value,0,0,SELECT tabComponent.Value1 FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100000000.0,0
1911,146,5,9,TolPos,1,10,SELECT tabComponent.TolerancePos FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1912,146,6,9,TolNeg,2,10,SELECT tabComponent.ToleranceNeg FROM tabComponent WHERE (((tabComponent.IDComponent)=@1)),0,0,0,0.0,100.0,0
1913,146,7,0,Pin1,3,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,0,0,-99999999999.0,99999999999.0,0
1914,146,8,0,Pin2,4,0,SELECT tabPin.IDPin FROM tabPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,0,0,-99999999999.0,99999999999.0,0
1915,146,22,0,SensePin1,5,0,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=1))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1916,146,23,0,SensePin2,6,0,"SELECT tabPin.IDPin, tabPin.Channel FROM tabPin WHERE (((tabPin.Test) LIKE 'T*' Or (tabPin.Test) LIKE 'Y*' Or (tabPin.Test) LIKE 'F*') AND ((tabPin.IDSignal) In ((SELECT tabPin.IDSignal FROM  tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2)))))) AND ((tabPin.Channel)<>(SELECT TOP 1 tabPin.Channel FROM  tabPin WHERE (((tabPin.IDSignal)=(SELECT tabPin.IDSignal FROM tabPin WHERE (((tabPin.IDComponent=@1) AND ((tabPin.PinNumber)=2))))) AND ((tabPin.Test) LIKE 'F*'))))) ORDER BY tabPin.Test",0,1,0,-99999999999.0,99999999999.0,0
1917,146,12,0,GuardPin1,7,0,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (1))),0,1,0,-99999999999.0,99999999999.0,0
1918,146,13,0,GuardPin2,8,0,SELECT detComponentGenericPList.IDPin1 FROM tabPin INNER JOIN detComponentGenericPList ON tabPin.IDPin = detComponentGenericPList.IDPin WHERE (((tabPin.IDComponent)=@1) AND ((tabPin.PinNumber) In (2))),0,1,0,-99999999999.0,99999999999.0,0
1919,146,37,0,SenseGuardPin1,9,0,,0,1,0,-99999999999.0,99999999999.0,0
1920,146,38,0,SenseGuardPin2,10,0,,0,1,0,-99999999999.0,99999999999.0,0
1921,146,2,34,Wire,11,-1,,0,1,0,-99999999999.0,99999999999.0,0
1922,146,2,9,Quality,12,-1,,0,1,0,-1.0,100.0,307
1923,146,2,33,MeasureMode,13,-1,,0,1,0,-99999999999.0,99999999999.0,313
1924,146,2,31,TestResult,14,-1,,0,1,0,-99999999999.0,99999999999.0,315
1925,146,2,32,MeasureType,15,-1,,0,1,0,-99999999999.0,99999999999.0,310
1926,146,2,9,Recycle,16,-1,,0,1,0,-1.0,1000000.0,320
1927,146,2,5,Time,17,-1,,0,1,0,-1.0,1.0,336
1928,146,2,7,Frequency,18,-1,,0,1,0,-1.0,100000.0,337
1929,146,2,4,Volt,19,-1,,0,1,0,-1.0,100.0,300
1930,146,2,9,SettlingWave,20,-1,,0,1,0,-1.0,100.0,304
1931,146,2,3,BoardOffset,21,0,,0,1,0,-100000000.0,100000000.0,0
1932,146,2,1,CapSer,22,0,,0,1,0,0.0,1.0,0
